ID;Fecha;Usuario;Acción;Entidad;Detalle
55628;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55627;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55626;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0500"",""total"":620033799.5999999,""items"":1}"
55625;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55624;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55623;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0499"",""total"":620033799.5999999,""items"":1}"
55622;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55621;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55620;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0498"",""total"":620033799.5999999,""items"":1}"
55619;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55618;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55617;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0497"",""total"":620033799.5999999,""items"":1}"
55616;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55615;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55614;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0496"",""total"":620033799.5999999,""items"":1}"
55613;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55612;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55611;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0495"",""total"":620033799.5999999,""items"":1}"
55610;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55609;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55608;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0494"",""total"":620033799.5999999,""items"":1}"
55607;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55606;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55605;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0493"",""total"":620033799.5999999,""items"":1}"
55604;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55603;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55602;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0492"",""total"":620033799.5999999,""items"":1}"
55601;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55600;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55599;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0491"",""total"":620033799.5999999,""items"":1}"
55598;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55597;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55596;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0490"",""total"":620033799.5999999,""items"":1}"
55595;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55594;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55593;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0489"",""total"":620033799.5999999,""items"":1}"
55592;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55591;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55590;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0488"",""total"":620033799.5999999,""items"":1}"
55589;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55588;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55587;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0487"",""total"":620033799.5999999,""items"":1}"
55586;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55585;"4/9/2026, 3:13:50 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55584;"4/9/2026, 3:13:50 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0486"",""total"":620033799.5999999,""items"":1}"
55583;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55582;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55581;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0485"",""total"":620033799.5999999,""items"":1}"
55580;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55579;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55578;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0484"",""total"":620033799.5999999,""items"":1}"
55577;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55576;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55575;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0483"",""total"":620033799.5999999,""items"":1}"
55574;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55573;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55572;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0482"",""total"":620033799.5999999,""items"":1}"
55571;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55570;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55569;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0481"",""total"":620033799.5999999,""items"":1}"
55568;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55567;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55566;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0480"",""total"":620033799.5999999,""items"":1}"
55565;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55564;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55563;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0479"",""total"":620033799.5999999,""items"":1}"
55562;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55561;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55560;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0478"",""total"":620033799.5999999,""items"":1}"
55559;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55558;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55557;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0477"",""total"":620033799.5999999,""items"":1}"
55556;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55555;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55554;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0476"",""total"":620033799.5999999,""items"":1}"
55553;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55552;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55551;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0475"",""total"":620033799.5999999,""items"":1}"
55550;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55549;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55548;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0474"",""total"":620033799.5999999,""items"":1}"
55547;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55546;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55545;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0473"",""total"":620033799.5999999,""items"":1}"
55544;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55543;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55542;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0472"",""total"":620033799.5999999,""items"":1}"
55541;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55540;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55539;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0471"",""total"":620033799.5999999,""items"":1}"
55538;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55537;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55536;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0470"",""total"":620033799.5999999,""items"":1}"
55535;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55534;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55533;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0469"",""total"":620033799.5999999,""items"":1}"
55532;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55531;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55530;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0468"",""total"":620033799.5999999,""items"":1}"
55529;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55528;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55527;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0467"",""total"":620033799.5999999,""items"":1}"
55526;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55525;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55524;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0466"",""total"":620033799.5999999,""items"":1}"
55523;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55522;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55521;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0465"",""total"":620033799.5999999,""items"":1}"
55520;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55519;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55518;"4/9/2026, 3:13:49 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0464"",""total"":620033799.5999999,""items"":1}"
55517;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55516;"4/9/2026, 3:13:49 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55515;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0463"",""total"":620033799.5999999,""items"":1}"
55514;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55513;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55512;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0462"",""total"":620033799.5999999,""items"":1}"
55511;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55510;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55509;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0461"",""total"":620033799.5999999,""items"":1}"
55508;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55507;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55506;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0460"",""total"":620033799.5999999,""items"":1}"
55505;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55504;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55503;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0459"",""total"":620033799.5999999,""items"":1}"
55502;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55501;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55500;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0458"",""total"":620033799.5999999,""items"":1}"
55499;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55498;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55497;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0457"",""total"":620033799.5999999,""items"":1}"
55496;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55495;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55494;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0456"",""total"":620033799.5999999,""items"":1}"
55493;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55492;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55491;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0455"",""total"":620033799.5999999,""items"":1}"
55490;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55489;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55488;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0454"",""total"":620033799.5999999,""items"":1}"
55487;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55486;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55485;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0453"",""total"":620033799.5999999,""items"":1}"
55484;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55483;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55482;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0452"",""total"":620033799.5999999,""items"":1}"
55481;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55480;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55479;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0451"",""total"":620033799.5999999,""items"":1}"
55478;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55477;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55476;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0450"",""total"":620033799.5999999,""items"":1}"
55475;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55474;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55473;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0449"",""total"":620033799.5999999,""items"":1}"
55472;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55471;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55470;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0448"",""total"":620033799.5999999,""items"":1}"
55469;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55468;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55467;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0447"",""total"":620033799.5999999,""items"":1}"
55466;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55465;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55464;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0446"",""total"":620033799.5999999,""items"":1}"
55463;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55462;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55461;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0445"",""total"":620033799.5999999,""items"":1}"
55460;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55459;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55458;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0444"",""total"":620033799.5999999,""items"":1}"
55457;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55456;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55455;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0443"",""total"":620033799.5999999,""items"":1}"
55454;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55453;"4/9/2026, 3:13:48 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55452;"4/9/2026, 3:13:48 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0442"",""total"":620033799.5999999,""items"":1}"
55451;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55450;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55449;"4/9/2026, 3:13:47 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0441"",""total"":620033799.5999999,""items"":1}"
55448;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55447;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55446;"4/9/2026, 3:13:47 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0440"",""total"":620033799.5999999,""items"":1}"
55445;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55444;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55443;"4/9/2026, 3:13:47 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0439"",""total"":620033799.5999999,""items"":1}"
55442;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55441;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55440;"4/9/2026, 3:13:47 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0438"",""total"":620033799.5999999,""items"":1}"
55439;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55438;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55437;"4/9/2026, 3:13:47 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0437"",""total"":620033799.5999999,""items"":1}"
55436;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55435;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55434;"4/9/2026, 3:13:47 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0436"",""total"":620033799.5999999,""items"":1}"
55433;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55432;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55431;"4/9/2026, 3:13:47 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0435"",""total"":620033799.5999999,""items"":1}"
55430;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
55429;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:opened;CashSession;"{""initialCash"":100000}"
55428;"4/9/2026, 3:13:47 p. m.";Cajero;quote:created;Sale;"{""saleNumber"":""COT-2026-0434"",""total"":620033799.5999999,""items"":1}"
55427;"4/9/2026, 3:13:47 p. m.";Cajero;cash-session:closed;CashSession;"{""finalCash"":0,""expectedCash"":100000,""difference"":-100000}"
