N° Factura;Fecha;Vendedor;Cliente;Subtotal;IVA;Descuento;Delivery;Total;Método Pago;Estado
V-2026-5622;"4/9/2026, 3:11:05 p. m.";Cajero;Cliente 1;152100.38;0;0;0;152100.38;"credito: $152.100,38";COMPLETED
V-2026-5621;"4/9/2026, 3:11:05 p. m.";Cajero;Cliente 1;9423.9;0;0;0;9423.9;"credito: $9.423,9";COMPLETED
V-2026-5620;"4/9/2026, 3:11:05 p. m.";Cajero;Cliente 1;196294.48;0;0;0;196294.48;"credito: $196.294,48";COMPLETED
V-2026-5619;"4/9/2026, 3:11:05 p. m.";Cajero;Cliente 1;66483.96;0;0;0;66483.96;"credito: $66.483,96";COMPLETED
V-2026-5618;"4/9/2026, 3:11:05 p. m.";Cajero;Cliente 1;132945.54;0;0;0;132945.54;"credito: $132.945,54";COMPLETED
V-2026-5617;"4/9/2026, 3:11:05 p. m.";Cajero;Cliente 1;44114.66;0;0;0;44114.66;"credito: $44.114,66";COMPLETED
V-2026-5616;"4/9/2026, 3:11:05 p. m.";Cajero;Cliente 1;37165.66;0;0;0;37165.66;"credito: $37.165,66";COMPLETED
V-2026-5615;"4/9/2026, 3:11:05 p. m.";Cajero;Cliente 1;83209.16;0;0;0;83209.16;"credito: $83.209,16";COMPLETED
V-2026-5614;"4/9/2026, 3:11:05 p. m.";Cajero;Cliente 1;49855.62;0;0;0;49855.62;"credito: $49.855,62";COMPLETED
V-2026-5613;"4/9/2026, 3:11:05 p. m.";Cajero;Cliente 1;49893;0;0;0;49893;credito: $49.893;COMPLETED
V-2026-5612;"4/9/2026, 3:11:05 p. m.";Cajero;Cliente 1;70322.96;0;0;0;70322.96;"credito: $70.322,96";COMPLETED
V-2026-5611;"4/9/2026, 3:11:05 p. m.";Cajero;Cliente 1;76519.4;0;0;0;76519.4;"credito: $76.519,4";COMPLETED
V-2026-5610;"4/9/2026, 3:11:05 p. m.";Cajero;Cliente 1;47819.84;0;0;0;47819.84;"credito: $47.819,84";COMPLETED
V-2026-5609;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;8870.04;0;0;0;8870.04;"credito: $8.870,04";COMPLETED
V-2026-5608;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;97492.32;0;0;0;97492.32;"credito: $97.492,32";COMPLETED
V-2026-5607;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;146700.72;0;0;0;146700.72;"credito: $146.700,72";COMPLETED
V-2026-5606;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;171252.68;0;0;0;171252.68;"credito: $171.252,68";COMPLETED
V-2026-5605;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;35051.24;0;0;0;35051.24;"credito: $35.051,24";COMPLETED
V-2026-5604;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;97507.72;0;0;0;97507.72;"credito: $97.507,72";COMPLETED
V-2026-5603;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;7521.56;0;0;0;7521.56;"credito: $7.521,56";COMPLETED
V-2026-5602;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;68285.7;0;0;0;68285.7;"credito: $68.285,7";COMPLETED
V-2026-5601;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;17134.64;0;0;0;17134.64;"credito: $17.134,64";COMPLETED
V-2026-5600;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;88352.5;0;0;0;88352.5;"credito: $88.352,5";COMPLETED
V-2026-5599;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;51927.78;0;0;0;51927.78;"credito: $51.927,78";COMPLETED
V-2026-5598;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;58633.86;0;0;0;58633.86;"credito: $58.633,86";COMPLETED
V-2026-5597;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;138104.04;0;0;0;138104.04;"credito: $138.104,04";COMPLETED
V-2026-5596;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;12162.5;0;0;0;12162.5;"credito: $12.162,5";COMPLETED
V-2026-5595;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;10514.7;0;0;0;10514.7;"credito: $10.514,7";COMPLETED
V-2026-5594;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;140647.5;0;0;0;140647.5;"credito: $140.647,5";COMPLETED
V-2026-5593;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;37693.12;0;0;0;37693.12;"credito: $37.693,12";COMPLETED
V-2026-5592;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;8439.84;0;0;0;8439.84;"credito: $8.439,84";COMPLETED
V-2026-5591;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;53117.6;0;0;0;53117.6;"credito: $53.117,6";COMPLETED
V-2026-5590;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;60935.42;0;0;0;60935.42;"credito: $60.935,42";COMPLETED
V-2026-5589;"4/9/2026, 3:11:04 p. m.";Cajero;Cliente 1;43614.2;0;0;0;43614.2;"credito: $43.614,2";COMPLETED
V-2026-5588;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;184680.86;0;0;0;184680.86;"credito: $184.680,86";COMPLETED
V-2026-5587;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;83239.42;0;0;0;83239.42;"credito: $83.239,42";COMPLETED
V-2026-5586;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;50355.58;0;0;0;50355.58;"credito: $50.355,58";COMPLETED
V-2026-5585;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;89916.12;0;0;0;89916.12;"credito: $89.916,12";COMPLETED
V-2026-5584;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;58837.02;0;0;0;58837.02;"credito: $58.837,02";COMPLETED
V-2026-5583;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;99681.42;0;0;0;99681.42;"credito: $99.681,42";COMPLETED
V-2026-5582;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;21693.32;0;0;0;21693.32;"credito: $21.693,32";COMPLETED
V-2026-5581;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;7787.88;0;0;0;7787.88;"credito: $7.787,88";COMPLETED
V-2026-5580;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;131626.18;0;0;0;131626.18;"credito: $131.626,18";COMPLETED
V-2026-5579;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;68117.86;0;0;0;68117.86;"credito: $68.117,86";COMPLETED
V-2026-5578;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;39926.84;0;0;0;39926.84;"credito: $39.926,84";COMPLETED
V-2026-5577;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;39782.1;0;0;0;39782.1;"credito: $39.782,1";COMPLETED
V-2026-5576;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;71960.78;0;0;0;71960.78;"credito: $71.960,78";COMPLETED
V-2026-5575;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;53278.76;0;0;0;53278.76;"credito: $53.278,76";COMPLETED
V-2026-5574;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;93306.92;0;0;0;93306.92;"credito: $93.306,92";COMPLETED
V-2026-5573;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;190837.36;0;0;0;190837.36;"credito: $190.837,36";COMPLETED
V-2026-5572;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;92025.72;0;0;0;92025.72;"credito: $92.025,72";COMPLETED
V-2026-5571;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;61448.28;0;0;0;61448.28;"credito: $61.448,28";COMPLETED
V-2026-5570;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;27076.34;0;0;0;27076.34;"credito: $27.076,34";COMPLETED
V-2026-5569;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;91925.58;0;0;0;91925.58;"credito: $91.925,58";COMPLETED
V-2026-5568;"4/9/2026, 3:11:03 p. m.";Cajero;Cliente 1;26668;0;0;0;26668;credito: $26.668;COMPLETED
V-2026-5567;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;86357.62;0;0;0;86357.62;"credito: $86.357,62";COMPLETED
V-2026-5566;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;65736.1;0;0;0;65736.1;"credito: $65.736,1";COMPLETED
V-2026-5565;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;20059.54;0;0;0;20059.54;"credito: $20.059,54";COMPLETED
V-2026-5564;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;65906.14;0;0;0;65906.14;"credito: $65.906,14";COMPLETED
V-2026-5563;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;92833.08;0;0;0;92833.08;"credito: $92.833,08";COMPLETED
V-2026-5562;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;27310.1;0;0;0;27310.1;"credito: $27.310,1";COMPLETED
V-2026-5561;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;20088.38;0;0;0;20088.38;"credito: $20.088,38";COMPLETED
V-2026-5560;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;19989.06;0;0;0;19989.06;"credito: $19.989,06";COMPLETED
V-2026-5559;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;22532.94;0;0;0;22532.94;"credito: $22.532,94";COMPLETED
V-2026-5558;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;189663.72;0;0;0;189663.72;"credito: $189.663,72";COMPLETED
V-2026-5557;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;121595.82;0;0;0;121595.82;"credito: $121.595,82";COMPLETED
V-2026-5556;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;163942.6;0;0;0;163942.6;"credito: $163.942,6";COMPLETED
V-2026-5555;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;4214;0;0;0;4214;credito: $4.214;COMPLETED
V-2026-5554;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;62060.2;0;0;0;62060.2;"credito: $62.060,2";COMPLETED
V-2026-5553;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;31149.26;0;0;0;31149.26;"credito: $31.149,26";COMPLETED
V-2026-5552;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;29232.96;0;0;0;29232.96;"credito: $29.232,96";COMPLETED
V-2026-5551;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;53117.6;0;0;0;53117.6;"credito: $53.117,6";COMPLETED
V-2026-5550;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;11583.58;0;0;0;11583.58;"credito: $11.583,58";COMPLETED
V-2026-5549;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;136551.62;0;0;0;136551.62;"credito: $136.551,62";COMPLETED
V-2026-5548;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;93652.22;0;0;0;93652.22;"credito: $93.652,22";COMPLETED
V-2026-5547;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;110234.5;0;0;0;110234.5;"credito: $110.234,5";COMPLETED
V-2026-5546;"4/9/2026, 3:11:02 p. m.";Cajero;Cliente 1;22836.38;0;0;0;22836.38;"credito: $22.836,38";COMPLETED
V-2026-5545;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;65595.92;0;0;0;65595.92;"credito: $65.595,92";COMPLETED
V-2026-5544;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;149648.86;0;0;0;149648.86;"credito: $149.648,86";COMPLETED
V-2026-5543;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;98413.78;0;0;0;98413.78;"credito: $98.413,78";COMPLETED
V-2026-5542;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;77264.64;0;0;0;77264.64;"credito: $77.264,64";COMPLETED
V-2026-5541;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;62811.88;0;0;0;62811.88;"credito: $62.811,88";COMPLETED
V-2026-5540;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;56766.64;0;0;0;56766.64;"credito: $56.766,64";COMPLETED
V-2026-5539;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;11427.08;0;0;0;11427.08;"credito: $11.427,08";COMPLETED
V-2026-5538;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;25297.98;0;0;0;25297.98;"credito: $25.297,98";COMPLETED
V-2026-5537;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;139609.4;0;0;0;139609.4;"credito: $139.609,4";COMPLETED
V-2026-5536;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;68512.06;0;0;0;68512.06;"credito: $68.512,06";COMPLETED
V-2026-5535;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;23979.84;0;0;0;23979.84;"credito: $23.979,84";COMPLETED
V-2026-5534;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;58930.42;0;0;0;58930.42;"credito: $58.930,42";COMPLETED
V-2026-5533;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;26723.48;0;0;0;26723.48;"credito: $26.723,48";COMPLETED
V-2026-5532;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;121337.56;0;0;0;121337.56;"credito: $121.337,56";COMPLETED
V-2026-5531;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;165704.76;0;0;0;165704.76;"credito: $165.704,76";COMPLETED
V-2026-5530;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;45532.54;0;0;0;45532.54;"credito: $45.532,54";COMPLETED
V-2026-5529;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;18731.14;0;0;0;18731.14;"credito: $18.731,14";COMPLETED
V-2026-5528;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;32225.2;0;0;0;32225.2;"credito: $32.225,2";COMPLETED
V-2026-5527;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;98762.02;0;0;0;98762.02;"credito: $98.762,02";COMPLETED
V-2026-5526;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;73829.84;0;0;0;73829.84;"credito: $73.829,84";COMPLETED
V-2026-5525;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;11680.22;0;0;0;11680.22;"credito: $11.680,22";COMPLETED
V-2026-5524;"4/9/2026, 3:11:01 p. m.";Cajero;Cliente 1;75337.64;0;0;0;75337.64;"credito: $75.337,64";COMPLETED
V-2026-5523;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;54380.88;0;0;0;54380.88;"credito: $54.380,88";COMPLETED
V-2026-5522;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;55928;0;0;0;55928;credito: $55.928;COMPLETED
V-2026-5521;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;82421.88;0;0;0;82421.88;"credito: $82.421,88";COMPLETED
V-2026-5520;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;23164.34;0;0;0;23164.34;"credito: $23.164,34";COMPLETED
V-2026-5519;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;89841.16;0;0;0;89841.16;"credito: $89.841,16";COMPLETED
V-2026-5518;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;82337.08;0;0;0;82337.08;"credito: $82.337,08";COMPLETED
V-2026-5517;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;66681.72;0;0;0;66681.72;"credito: $66.681,72";COMPLETED
V-2026-5516;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;56415.76;0;0;0;56415.76;"credito: $56.415,76";COMPLETED
V-2026-5515;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;62493.84;0;0;0;62493.84;"credito: $62.493,84";COMPLETED
V-2026-5514;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;42240.86;0;0;0;42240.86;"credito: $42.240,86";COMPLETED
V-2026-5513;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;61608.72;0;0;0;61608.72;"credito: $61.608,72";COMPLETED
V-2026-5512;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;11015.5;0;0;0;11015.5;"credito: $11.015,5";COMPLETED
V-2026-5511;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;33369.1;0;0;0;33369.1;"credito: $33.369,1";COMPLETED
V-2026-5510;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;193158.3;0;0;0;193158.3;"credito: $193.158,3";COMPLETED
V-2026-5509;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;76376.6;0;0;0;76376.6;"credito: $76.376,6";COMPLETED
V-2026-5508;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;29046.8;0;0;0;29046.8;"credito: $29.046,8";COMPLETED
V-2026-5507;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;9722.18;0;0;0;9722.18;"credito: $9.722,18";COMPLETED
V-2026-5506;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;17359.5;0;0;0;17359.5;"credito: $17.359,5";COMPLETED
V-2026-5505;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;13900.08;0;0;0;13900.08;"credito: $13.900,08";COMPLETED
V-2026-5504;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;22065.24;0;0;0;22065.24;"credito: $22.065,24";COMPLETED
V-2026-5503;"4/9/2026, 3:11:00 p. m.";Cajero;Cliente 1;30623.36;0;0;0;30623.36;"credito: $30.623,36";COMPLETED
V-2026-5502;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;44934;0;0;0;44934;credito: $44.934;COMPLETED
V-2026-5501;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;67944.52;0;0;0;67944.52;"credito: $67.944,52";COMPLETED
V-2026-5500;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;86104.16;0;0;0;86104.16;"credito: $86.104,16";COMPLETED
V-2026-5499;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;187498.28;0;0;0;187498.28;"credito: $187.498,28";COMPLETED
V-2026-5498;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;58021.08;0;0;0;58021.08;"credito: $58.021,08";COMPLETED
V-2026-5497;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;43559.44;0;0;0;43559.44;"credito: $43.559,44";COMPLETED
V-2026-5496;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;90953.34;0;0;0;90953.34;"credito: $90.953,34";COMPLETED
V-2026-5495;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;92559.28;0;0;0;92559.28;"credito: $92.559,28";COMPLETED
V-2026-5494;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;141482.56;0;0;0;141482.56;"credito: $141.482,56";COMPLETED
V-2026-5493;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;153189.88;0;0;0;153189.88;"credito: $153.189,88";COMPLETED
V-2026-5492;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;98766.72;0;0;0;98766.72;"credito: $98.766,72";COMPLETED
V-2026-5491;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;140958.86;0;0;0;140958.86;"credito: $140.958,86";COMPLETED
V-2026-5490;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;22478.66;0;0;0;22478.66;"credito: $22.478,66";COMPLETED
V-2026-5489;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;66118.08;0;0;0;66118.08;"credito: $66.118,08";COMPLETED
V-2026-5488;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;27965.92;0;0;0;27965.92;"credito: $27.965,92";COMPLETED
V-2026-5487;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;21577.68;0;0;0;21577.68;"credito: $21.577,68";COMPLETED
V-2026-5486;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;85163.22;0;0;0;85163.22;"credito: $85.163,22";COMPLETED
V-2026-5485;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;50773.3;0;0;0;50773.3;"credito: $50.773,3";COMPLETED
V-2026-5484;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;97049.38;0;0;0;97049.38;"credito: $97.049,38";COMPLETED
V-2026-5483;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;48671.78;0;0;0;48671.78;"credito: $48.671,78";COMPLETED
V-2026-5482;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;50288.46;0;0;0;50288.46;"credito: $50.288,46";COMPLETED
V-2026-5481;"4/9/2026, 3:10:59 p. m.";Cajero;Cliente 1;129689.56;0;0;0;129689.56;"credito: $129.689,56";COMPLETED
V-2026-5480;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;195757.56;0;0;0;195757.56;"credito: $195.757,56";COMPLETED
V-2026-5479;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;161417.72;0;0;0;161417.72;"credito: $161.417,72";COMPLETED
V-2026-5478;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;12346.3;0;0;0;12346.3;"credito: $12.346,3";COMPLETED
V-2026-5477;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;13605.94;0;0;0;13605.94;"credito: $13.605,94";COMPLETED
V-2026-5476;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;3651.74;0;0;0;3651.74;"credito: $3.651,74";COMPLETED
V-2026-5475;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;28870.86;0;0;0;28870.86;"credito: $28.870,86";COMPLETED
V-2026-5474;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;97215.92;0;0;0;97215.92;"credito: $97.215,92";COMPLETED
V-2026-5473;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;32810.26;0;0;0;32810.26;"credito: $32.810,26";COMPLETED
V-2026-5472;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;34543.98;0;0;0;34543.98;"credito: $34.543,98";COMPLETED
V-2026-5471;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;12423.54;0;0;0;12423.54;"credito: $12.423,54";COMPLETED
V-2026-5470;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;49009.54;0;0;0;49009.54;"credito: $49.009,54";COMPLETED
V-2026-5469;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;75164.16;0;0;0;75164.16;"credito: $75.164,16";COMPLETED
V-2026-5468;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;11663.98;0;0;0;11663.98;"credito: $11.663,98";COMPLETED
V-2026-5467;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;21632.56;0;0;0;21632.56;"credito: $21.632,56";COMPLETED
V-2026-5466;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;92009.38;0;0;0;92009.38;"credito: $92.009,38";COMPLETED
V-2026-5465;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;197072.88;0;0;0;197072.88;"credito: $197.072,88";COMPLETED
V-2026-5464;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;17547.74;0;0;0;17547.74;"credito: $17.547,74";COMPLETED
V-2026-5463;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;78401.38;0;0;0;78401.38;"credito: $78.401,38";COMPLETED
V-2026-5462;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;12456.82;0;0;0;12456.82;"credito: $12.456,82";COMPLETED
V-2026-5461;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;45280.8;0;0;0;45280.8;"credito: $45.280,8";COMPLETED
V-2026-5460;"4/9/2026, 3:10:58 p. m.";Cajero;Cliente 1;50756.28;0;0;0;50756.28;"credito: $50.756,28";COMPLETED
V-2026-5459;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;166356.4;0;0;0;166356.4;"credito: $166.356,4";COMPLETED
V-2026-5458;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;36040.32;0;0;0;36040.32;"credito: $36.040,32";COMPLETED
V-2026-5457;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;24764.52;0;0;0;24764.52;"credito: $24.764,52";COMPLETED
V-2026-5456;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;62349;0;0;0;62349;credito: $62.349;COMPLETED
V-2026-5455;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;20136.64;0;0;0;20136.64;"credito: $20.136,64";COMPLETED
V-2026-5454;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;72148.46;0;0;0;72148.46;"credito: $72.148,46";COMPLETED
V-2026-5453;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;148600.8;0;0;0;148600.8;"credito: $148.600,8";COMPLETED
V-2026-5452;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;62695.14;0;0;0;62695.14;"credito: $62.695,14";COMPLETED
V-2026-5451;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;98447.2;0;0;0;98447.2;"credito: $98.447,2";COMPLETED
V-2026-5450;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;74028.76;0;0;0;74028.76;"credito: $74.028,76";COMPLETED
V-2026-5449;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;2681.84;0;0;0;2681.84;"credito: $2.681,84";COMPLETED
V-2026-5448;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;10011.86;0;0;0;10011.86;"credito: $10.011,86";COMPLETED
V-2026-5447;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;58246.56;0;0;0;58246.56;"credito: $58.246,56";COMPLETED
V-2026-5446;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;36599.64;0;0;0;36599.64;"credito: $36.599,64";COMPLETED
V-2026-5445;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;25981.8;0;0;0;25981.8;"credito: $25.981,8";COMPLETED
V-2026-5444;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;64988.48;0;0;0;64988.48;"credito: $64.988,48";COMPLETED
V-2026-5443;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;98803.42;0;0;0;98803.42;"credito: $98.803,42";COMPLETED
V-2026-5442;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;198048.24;0;0;0;198048.24;"credito: $198.048,24";COMPLETED
V-2026-5441;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;14344.12;0;0;0;14344.12;"credito: $14.344,12";COMPLETED
V-2026-5440;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;67120.3;0;0;0;67120.3;"credito: $67.120,3";COMPLETED
V-2026-5439;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;20134.74;0;0;0;20134.74;"credito: $20.134,74";COMPLETED
V-2026-5438;"4/9/2026, 3:10:57 p. m.";Cajero;Cliente 1;21812.88;0;0;0;21812.88;"credito: $21.812,88";COMPLETED
V-2026-5437;"4/9/2026, 3:10:56 p. m.";Cajero;Cliente 1;171087.02;0;0;0;171087.02;"credito: $171.087,02";COMPLETED
V-2026-5436;"4/9/2026, 3:10:56 p. m.";Cajero;Cliente 1;56963.04;0;0;0;56963.04;"credito: $56.963,04";COMPLETED
V-2026-5435;"4/9/2026, 3:10:56 p. m.";Cajero;Cliente 1;27274.76;0;0;0;27274.76;"credito: $27.274,76";COMPLETED
V-2026-5434;"4/9/2026, 3:10:56 p. m.";Cajero;Cliente 1;81313.24;0;0;0;81313.24;"credito: $81.313,24";COMPLETED
