Código;Código Barras;Nombre;Categoría;Precio;Costo;Stock;Stock Mínimo;Stock Crítico;IVA %;Unidad;Activo;Ubicación;Vencimiento
NEW-1788552195027-379-1;;Bulk 379-1;Lacteos;12955.11;10156.06;282;5;2;0;UNIT;Sí;;
NEW-1788552195029-380-0;;Bulk 380-0;Lacteos;44106.11;12260.24;159;5;2;0;UNIT;Sí;;
NEW-1788552195029-380-1;7704682918;Bulk 380-1;Snacks;34058.93;22266.26;164;5;2;0;UNIT;Sí;;
NEW-1788552195029-380-3;7708438266;Bulk 380-3;Bebidas;15479.35;13476.78;144;5;2;0;UNIT;Sí;;
NEW-1788552195029-380-5;;Bulk 380-5;Nueva Cat;6525.33;27992.66;257;5;2;0;UNIT;Sí;;
NEW-1788552195029-380-7;7703560817;Bulk 380-7;Nueva Cat;34173.49;8702.55;356;5;2;0;UNIT;Sí;;
NEW-1788552195029-380-8;7703728494;Bulk 380-8;Lacteos;1165.29;4485.31;433;5;2;0;UNIT;Sí;;
NEW-1788552195034-381-0;;Bulk 381-0;Bebidas;47894.82;5342.51;340;5;2;0;UNIT;Sí;;
NEW-1788552195034-381-1;7708602946;Bulk 381-1;Lacteos;22109.5;28530.24;385;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195034-381-3;7704067949;Bulk 381-3;Snacks;32253.55;24974.32;172;5;2;0;UNIT;Sí;;
NEW-1788552195034-381-5;7706581136;Bulk 381-5;Bebidas;16898.02;2402.85;58;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195059-382-0;7703822529;Bulk 382-0;Nueva Cat;15987.59;18473.08;48;5;2;0;UNIT;Sí;;
NEW-1788552195059-382-1;7709551133;Bulk 382-1;Lacteos;1340.92;21288.25;161;5;2;0;UNIT;Sí;;
NEW-1788552195059-382-2;7707995216;Bulk 382-2;Bebidas;18706.02;6405;240;5;2;0;UNIT;Sí;;
NEW-1788552195059-382-6;7701785598;Bulk 382-6;Snacks;9206.32;13893.77;156;5;2;0;UNIT;Sí;;
NEW-1788552195059-382-7;7702813430;Bulk 382-7;Nueva Cat;15237.07;22548.71;59;5;2;0;UNIT;Sí;;
NEW-1788552195064-383-3;7707405727;Bulk 383-3;Bebidas;47826.67;25290.35;412;5;2;0;UNIT;Sí;;
NEW-1788552195068-384-0;7702596212;Bulk 384-0;Snacks;31009.27;14038.08;16;5;2;0;UNIT;Sí;;
NEW-1788552195068-384-2;;Bulk 384-2;Bebidas;12904.18;330.31;77;5;2;0;UNIT;Sí;;
NEW-1788552195072-385-0;7707563626;Bulk 385-0;Bebidas;9485.81;2108.61;349;5;2;0;UNIT;Sí;;
NEW-1788552195072-385-3;7704737120;Bulk 385-3;Nueva Cat;34209.14;5095.33;246;5;2;0;UNIT;Sí;;
NEW-1788552195072-385-5;;Bulk 385-5;Nueva Cat;39357.48;794.56;41;5;2;0;UNIT;Sí;;
NEW-1788552195072-385-6;;Bulk 385-6;Bebidas;24770.66;8663.35;549;5;2;0;UNIT;Sí;;
NEW-1788552195072-385-8;7708670741;Bulk 385-8;Lacteos;25095.64;19118.04;46;5;2;0;UNIT;Sí;;
NEW-1788552195078-386-1;7708878457;Bulk 386-1;Nueva Cat;19595.94;2297.54;434;5;2;0;UNIT;Sí;;
NEW-1788552195078-386-2;;Bulk 386-2;Nueva Cat;35845.73;16486.1;235;5;2;0;UNIT;Sí;;
NEW-1788552195078-386-3;7701766550;Bulk 386-3;Nueva Cat;29166.15;3146.24;183;5;2;0;UNIT;Sí;;
NEW-1788552195078-386-4;7709586271;Bulk 386-4;Bebidas;44104.74;18049.87;159;5;2;0;UNIT;Sí;;
NEW-1788552195078-386-6;;Bulk 386-6;Bebidas;14918.98;27233.4;48;5;2;0;UNIT;Sí;;
NEW-1788552195087-387-2;;Bulk 387-2;Bebidas;25588.97;25457.5;131;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195087-387-3;7706515811;Bulk 387-3;Lacteos;39946.39;6270.21;46;5;2;0;UNIT;Sí;;
NEW-1788552195087-387-8;;Bulk 387-8;Snacks;8734.71;26925.18;223;5;2;0;UNIT;Sí;;
NEW-1788552195093-388-4;;Bulk 388-4;Nueva Cat;42881.36;15698.57;267;5;2;0;UNIT;Sí;;
NEW-1788552195093-388-6;7708089606;Bulk 388-6;Bebidas;38728.47;18642.06;313;5;2;0;UNIT;Sí;;
NEW-1788552195099-389-0;7703622618;Bulk 389-0;Snacks;32376.92;7537.36;153;5;2;0;UNIT;Sí;;
NEW-1788552195099-389-1;7701828500;Bulk 389-1;Bebidas;22477.76;14489.3;174;5;2;0;UNIT;Sí;;
NEW-1788552195099-389-2;;Bulk 389-2;Lacteos;11345.09;9342.66;193;5;2;0;UNIT;Sí;;
NEW-1788552195099-389-3;7701423509;Bulk 389-3;Snacks;10714.18;15773.94;278;5;2;0;UNIT;Sí;;
NEW-1788552195099-389-4;;Bulk 389-4;Bebidas;18425.61;20449.1;159;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552193942-39-1;7704592969;Bulk 39-1;Lacteos;13168.18;8812.83;215;5;2;0;UNIT;Sí;;
NEW-1788552193942-39-2;7708563826;Bulk 39-2;Nueva Cat;13655.05;14966.46;357;5;2;0;UNIT;Sí;;
NEW-1788552195105-390-2;7709854948;Bulk 390-2;Snacks;36883.28;13153.21;462;5;2;0;UNIT;Sí;;
NEW-1788552195105-390-3;;Bulk 390-3;Bebidas;24232.12;12928.28;44;5;2;0;UNIT;Sí;;
NEW-1788552195108-391-0;7709545520;Bulk 391-0;Bebidas;35556.72;7546.07;136;5;2;0;UNIT;Sí;;
NEW-1788552195108-391-1;7705488786;Bulk 391-1;Bebidas;16935.21;22350.45;166;5;2;0;UNIT;Sí;;
NEW-1788552195108-391-2;;Bulk 391-2;Lacteos;6673;15816.79;74;5;2;0;UNIT;Sí;;
NEW-1788552195110-392-2;7701578891;Bulk 392-2;Snacks;34121.75;22049.04;226;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195112-393-0;;Bulk 393-0;Snacks;14882.99;21766.83;47;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195115-394-0;7707206536;Bulk 394-0;Bebidas;37792.58;26214.87;295;5;2;0;UNIT;Sí;;
NEW-1788552195115-394-1;7706770100;Bulk 394-1;Bebidas;2840.58;1966.46;89;5;2;0;UNIT;Sí;;
NEW-1788552195120-395-0;7702020366;Bulk 395-0;Bebidas;27372.72;21347.52;342;5;2;0;UNIT;Sí;;
NEW-1788552195120-395-2;;Bulk 395-2;Snacks;49309.87;17909.16;419;5;2;0;UNIT;Sí;;
NEW-1788552195120-395-3;7705002424;Bulk 395-3;Bebidas;38208.99;27907.83;13;5;2;0;UNIT;Sí;;
NEW-1788552195120-395-4;;Bulk 395-4;Snacks;11382.45;9222.1;281;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195120-395-5;7703889110;Bulk 395-5;Nueva Cat;46465.7;22474.93;446;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195124-396-2;7701117086;Bulk 396-2;Bebidas;47989.51;581.16;75;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195124-396-3;;Bulk 396-3;Nueva Cat;12253.59;4694.24;446;5;2;0;UNIT;Sí;;
NEW-1788552195124-396-4;;Bulk 396-4;Snacks;38546.92;4063.2;178;5;2;0;UNIT;Sí;;
NEW-1788552195124-396-5;;Bulk 396-5;Nueva Cat;48900;18776.51;493;5;2;0;UNIT;Sí;;
NEW-1788552195128-397-0;;Bulk 397-0;Lacteos;38524.38;5515.26;158;5;2;0;UNIT;Sí;;
NEW-1788552195128-397-1;7708378305;Bulk 397-1;Nueva Cat;4219.92;12529.98;229;5;2;0;UNIT;Sí;;
NEW-1788552195128-397-2;;Bulk 397-2;Lacteos;26745.24;23783.45;394;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195132-398-1;7702079822;Bulk 398-1;Nueva Cat;36656.02;18043.19;131;5;2;0;UNIT;Sí;;
NEW-1788552195132-398-4;7707780624;Bulk 398-4;Bebidas;44585.55;29441.24;508;5;2;0;UNIT;Sí;;
NEW-1788552195137-399-0;7705244308;Bulk 399-0;Bebidas;38144.08;29924.02;216;5;2;0;UNIT;Sí;;
NEW-1788552193816-4-2;;Bulk 4-2;Nueva Cat;22257.16;18070.78;438;5;2;0;UNIT;Sí;;
NEW-1788552193816-4-3;7704626960;Bulk 4-3;Lacteos;31983.91;21791.85;340;5;2;0;UNIT;Sí;;
NEW-1788552193944-40-0;7704670922;Bulk 40-0;Nueva Cat;31796.73;15526.38;362;5;2;0;UNIT;Sí;;
NEW-1788552193944-40-1;7701556086;Bulk 40-1;Bebidas;15834.36;23695.88;273;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195139-400-2;7704644348;Bulk 400-2;Nueva Cat;41401.23;7632.55;460;5;2;0;UNIT;Sí;;
NEW-1788552195139-400-5;;Bulk 400-5;Nueva Cat;785.03;5635.03;205;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195139-400-8;7702470286;Bulk 400-8;Snacks;41846.41;22537.38;322;5;2;0;UNIT;Sí;;
NEW-1788552195145-401-1;7707843817;Bulk 401-1;Lacteos;21571.46;28072.19;124;5;2;0;UNIT;Sí;;
NEW-1788552195145-401-3;7704309959;Bulk 401-3;Nueva Cat;47932.08;23645.31;45;5;2;0;UNIT;Sí;;
NEW-1788552195148-402-0;7703378817;Bulk 402-0;Lacteos;43809.07;17225.74;243;5;2;0;UNIT;Sí;;
NEW-1788552195150-403-1;7703669301;Bulk 403-1;Bebidas;2760.74;3402.44;291;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195150-403-4;7704934220;Bulk 403-4;Bebidas;13736.2;17276.26;46;5;2;0;UNIT;Sí;;
NEW-1788552195153-404-0;7704347501;Bulk 404-0;Bebidas;41986.23;13097.65;212;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195153-404-4;7705597305;Bulk 404-4;Bebidas;33826.44;12414.73;46;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195155-405-0;7702607027;Bulk 405-0;Nueva Cat;17006.94;27032.27;210;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195156-406-1;;Bulk 406-1;Lacteos;24761.86;6588.62;362;5;2;0;UNIT;Sí;;
NEW-1788552195156-406-2;7707764153;Bulk 406-2;Nueva Cat;22945.68;12379.75;302;5;2;0;UNIT;Sí;;
NEW-1788552195156-406-4;7703173091;Bulk 406-4;Bebidas;34764.47;2094.13;461;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195156-406-8;7706241155;Bulk 406-8;Nueva Cat;30730.42;2737.27;108;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195159-407-0;7709144778;Bulk 407-0;Bebidas;4304.49;23680.74;131;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195159-407-3;;Bulk 407-3;Bebidas;13995.69;25586.68;186;5;2;0;UNIT;Sí;;
NEW-1788552195159-407-5;7701036324;Bulk 407-5;Bebidas;27432.94;15803.78;422;5;2;0;UNIT;Sí;;
NEW-1788552195159-407-8;7704587635;Bulk 407-8;Bebidas;36239.5;1944.33;56;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195164-408-0;7705777528;Bulk 408-0;Bebidas;2668.24;11847.51;574;5;2;0;UNIT;Sí;;
NEW-1788552195164-408-2;7705442696;Bulk 408-2;Nueva Cat;13531.23;24886.54;161;5;2;0;UNIT;Sí;;
NEW-1788552195167-409-1;;Bulk 409-1;Snacks;13172.51;20936.97;421;5;2;0;UNIT;Sí;;
NEW-1788552195167-409-2;7706190777;Bulk 409-2;Snacks;7985.94;19891.67;93;5;2;0;UNIT;Sí;;
NEW-1788552195167-409-3;7706690405;Bulk 409-3;Snacks;23873.61;10257.4;366;5;2;0;UNIT;Sí;;
NEW-1788552193946-41-0;7709567350;Bulk 41-0;Lacteos;39421.01;20242.89;490;5;2;0;UNIT;Sí;;
NEW-1788552193946-41-5;7703849788;Bulk 41-5;Lacteos;7342.61;5705.57;445;5;2;0;UNIT;Sí;;
NEW-1788552195169-410-0;7704736609;Bulk 410-0;Bebidas;7531.82;5657.61;68;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195169-410-2;7703145701;Bulk 410-2;Nueva Cat;45847.43;22440.73;481;5;2;0;UNIT;Sí;;
NEW-1788552195169-410-3;7701152091;Bulk 410-3;Nueva Cat;17680.18;24560.98;256;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195169-410-5;7702137672;Bulk 410-5;Snacks;6049.89;6162.73;159;5;2;0;UNIT;Sí;;
NEW-1788552195169-410-6;;Bulk 410-6;Lacteos;29860.75;6009.54;266;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195169-410-7;7701467805;Bulk 410-7;Bebidas;5133.72;13505.22;237;5;2;0;UNIT;Sí;;
NEW-1788552195169-410-8;7704792525;Bulk 410-8;Nueva Cat;48753.86;11786.73;386;5;2;0;UNIT;Sí;;
NEW-1788552195177-411-0;;Bulk 411-0;Snacks;44159.25;1149.18;86;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195177-411-1;;Bulk 411-1;Nueva Cat;13048.36;18441.39;450;5;2;0;UNIT;Sí;;
NEW-1788552195180-412-1;;Bulk 412-1;Snacks;26681.07;10639.07;130;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195180-412-2;7706850356;Bulk 412-2;Nueva Cat;8525.17;20653.45;449;5;2;0;UNIT;Sí;;
NEW-1788552195180-412-5;7704236556;Bulk 412-5;Nueva Cat;17649.52;24646.03;249;5;2;0;UNIT;Sí;;
NEW-1788552195180-412-6;7706319116;Bulk 412-6;Bebidas;20928.71;16306.43;329;5;2;0;UNIT;Sí;;
NEW-1788552195180-412-7;7706549491;Bulk 412-7;Bebidas;39308.83;24103.09;378;5;2;0;UNIT;Sí;;
NEW-1788552195186-414-0;;Bulk 414-0;Lacteos;15268.81;5981.78;312;5;2;0;UNIT;Sí;;
NEW-1788552195186-414-1;;Bulk 414-1;Lacteos;19624.97;14686.13;444;5;2;0;UNIT;Sí;;
NEW-1788552195186-414-2;7701822332;Bulk 414-2;Nueva Cat;35395.06;3535.77;146;5;2;0;UNIT;Sí;;
NEW-1788552195186-414-3;7707753401;Bulk 414-3;Lacteos;16861.08;12254.68;162;5;2;0;UNIT;Sí;;
NEW-1788552195186-414-6;7709086553;Bulk 414-6;Lacteos;19831.79;28092.61;158;5;2;0;UNIT;Sí;;
NEW-1788552195193-415-0;7709456693;Bulk 415-0;Nueva Cat;47527.73;17268.07;54;5;2;0;UNIT;Sí;;
NEW-1788552195193-415-1;7705921334;Bulk 415-1;Lacteos;28347.57;16600.18;344;5;2;0;UNIT;Sí;;
NEW-1788552195193-415-2;7707513620;Bulk 415-2;Snacks;29032.87;14655.8;435;5;2;0;UNIT;Sí;;
NEW-1788552195200-417-0;;Bulk 417-0;Nueva Cat;45189.03;2890.44;203;5;2;0;UNIT;Sí;;
NEW-1788552195200-417-1;7709542147;Bulk 417-1;Lacteos;47738.16;12902.52;395;5;2;0;UNIT;Sí;;
NEW-1788552195200-417-3;;Bulk 417-3;Snacks;25730.48;16767.2;294;5;2;0;UNIT;Sí;;
NEW-1788552195200-417-4;7707724896;Bulk 417-4;Bebidas;21935.87;11863.15;99;5;2;0;UNIT;Sí;;
NEW-1788552195207-418-2;7709014024;Bulk 418-2;Nueva Cat;10882.56;25450.42;400;5;2;0;UNIT;Sí;;
NEW-1788552195207-418-3;;Bulk 418-3;Snacks;22034.11;12804.47;348;5;2;0;UNIT;Sí;;
NEW-1788552195207-418-7;7708684897;Bulk 418-7;Nueva Cat;33082.25;20453.12;484;5;2;0;UNIT;Sí;;
NEW-1788552195212-419-0;;Bulk 419-0;Bebidas;32215.27;23833.03;185;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195212-419-4;;Bulk 419-4;Bebidas;11927.28;19459.57;298;5;2;0;UNIT;Sí;;
NEW-1788552195217-420-2;7708640589;Bulk 420-2;Nueva Cat;33811.77;1263.92;188;5;2;0;UNIT;Sí;;
NEW-1788552195219-421-2;7706524107;Bulk 421-2;Snacks;7632.81;12096.41;317;5;2;0;UNIT;Sí;;
NEW-1788552195219-421-3;7707757930;Bulk 421-3;Nueva Cat;49531.85;28156.1;372;5;2;0;UNIT;Sí;;
NEW-1788552195222-422-0;7702524478;Bulk 422-0;Bebidas;15934.54;6556.87;306;5;2;0;UNIT;Sí;;
NEW-1788552195222-422-2;;Bulk 422-2;Lacteos;9994.53;8629.88;504;5;2;0;UNIT;Sí;;
NEW-1788552195222-422-3;7701330565;Bulk 422-3;Snacks;46343.63;25783.9;374;5;2;0;UNIT;Sí;;
NEW-1788552195222-422-7;7704910163;Bulk 422-7;Nueva Cat;31862.62;13937.55;323;5;2;0;UNIT;Sí;;
NEW-1788552195226-423-1;;Bulk 423-1;Bebidas;45318.72;3572.95;375;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195226-423-2;7705303673;Bulk 423-2;Bebidas;36153;26966.61;378;5;2;0;UNIT;Sí;;
NEW-1788552195229-425-0;7704302182;Bulk 425-0;Nueva Cat;46416.54;28453.06;481;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195229-425-3;7708963685;Bulk 425-3;Snacks;16405.13;2715.24;125;5;2;0;UNIT;Sí;;
NEW-1788552195229-425-5;7701733433;Bulk 425-5;Lacteos;48021.73;6102.68;162;5;2;0;UNIT;Sí;;
NEW-1788552195229-425-7;7704347864;Bulk 425-7;Lacteos;48054.83;28621.56;147;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195229-425-8;7707770867;Bulk 425-8;Snacks;4926.07;26028.17;342;5;2;0;UNIT;Sí;;
NEW-1788552195233-427-3;;Bulk 427-3;Nueva Cat;41527.76;16847.5;329;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195233-427-5;;Bulk 427-5;Bebidas;26388.08;4645.81;489;5;2;0;UNIT;Sí;;
NEW-1788552195236-428-0;7707086585;Bulk 428-0;Lacteos;45638.46;5127.54;419;5;2;0;UNIT;Sí;;
NEW-1788552193949-43-0;;Bulk 43-0;Snacks;11255.01;29559.66;221;5;2;0;UNIT;Sí;;
NEW-1788552193949-43-1;7701337615;Bulk 43-1;Bebidas;34760.29;28596.83;402;5;2;0;UNIT;Sí;;
NEW-1788552193949-43-2;7704623980;Bulk 43-2;Lacteos;20072.51;29298.43;168;5;2;0;UNIT;Sí;;
NEW-1788552193949-43-3;7703755713;Bulk 43-3;Lacteos;27909.5;10160.36;426;5;2;0;UNIT;Sí;;
NEW-1788552195238-430-0;7702351335;Bulk 430-0;Bebidas;35075.27;3890.96;384;5;2;0;UNIT;Sí;;
NEW-1788552195241-431-0;;Bulk 431-0;Snacks;36039.97;7059.37;470;5;2;0;UNIT;Sí;;
NEW-1788552195241-431-1;7706304989;Bulk 431-1;Bebidas;36386.4;29500.03;49;5;2;0;UNIT;Sí;;
NEW-1788552195241-431-5;7702098428;Bulk 431-5;Bebidas;20659.54;11452.17;115;5;2;0;UNIT;Sí;;
NEW-1788552195241-431-6;7706795345;Bulk 431-6;Snacks;8769.56;4064.4;63;5;2;0;UNIT;Sí;;
NEW-1788552195241-431-7;;Bulk 431-7;Nueva Cat;37787.07;27367.02;435;5;2;0;UNIT;Sí;;
NEW-1788552195241-431-9;7708630253;Bulk 431-9;Snacks;27729.14;5732.17;395;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195246-432-0;7702444881;Bulk 432-0;Nueva Cat;48427.44;11418.9;394;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195246-432-1;7708812689;Bulk 432-1;Nueva Cat;33256.1;17224.92;35;5;2;0;UNIT;Sí;;
NEW-1788552195246-432-6;7708561545;Bulk 432-6;Snacks;48361.27;3661.68;395;5;2;0;UNIT;Sí;;
NEW-1788552195246-432-7;7706392839;Bulk 432-7;Snacks;8547.82;26491.61;357;5;2;0;UNIT;Sí;;
NEW-1788552195251-433-0;7706950982;Bulk 433-0;Lacteos;29316.93;21341.65;406;5;2;0;UNIT;Sí;;
NEW-1788552195251-433-1;7703318571;Bulk 433-1;Nueva Cat;40976.44;1035.84;386;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195251-433-7;;Bulk 433-7;Lacteos;15516.82;24876.04;590;5;2;0;UNIT;Sí;;
NEW-1788552195251-433-8;7701375976;Bulk 433-8;Nueva Cat;23756.93;25198.17;429;5;2;0;UNIT;Sí;;
NEW-1788552195280-434-0;7709283845;Bulk 434-0;Snacks;25805.83;1026.7;280;5;2;0;UNIT;Sí;;
NEW-1788552195280-434-1;7705830851;Bulk 434-1;Lacteos;4922.59;11981.41;312;5;2;0;UNIT;Sí;;
NEW-1788552195280-434-2;7709723746;Bulk 434-2;Lacteos;23987.44;5751.73;204;5;2;0;UNIT;Sí;;
NEW-1788552195280-434-3;7702808644;Bulk 434-3;Bebidas;15286.2;15103.5;143;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195285-435-0;7704707294;Bulk 435-0;Bebidas;20416.79;24595;472;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195285-435-1;;Bulk 435-1;Nueva Cat;42796.46;2219.99;280;5;2;0;UNIT;Sí;;
NEW-1788552195285-435-4;7707228720;Bulk 435-4;Bebidas;29494.69;18370.45;279;5;2;0;UNIT;Sí;;
NEW-1788552195285-435-5;7708343171;Bulk 435-5;Snacks;24495.57;9861.02;76;5;2;0;UNIT;Sí;;
NEW-1788552195290-437-1;7702047983;Bulk 437-1;Lacteos;26587.61;20125.09;340;5;2;0;UNIT;Sí;;
NEW-1788552195290-437-2;7701322285;Bulk 437-2;Bebidas;27190.44;13649.59;481;5;2;0;UNIT;Sí;;
NEW-1788552195292-438-0;7707452635;Bulk 438-0;Nueva Cat;35556.9;15936.86;242;5;2;0;UNIT;Sí;;
NEW-1788552195292-438-2;;Bulk 438-2;Snacks;43788.04;19774.66;337;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195292-438-3;;Bulk 438-3;Nueva Cat;42134.43;13811.16;247;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195292-438-5;;Bulk 438-5;Snacks;48209.77;16447.13;486;5;2;0;UNIT;Sí;;
NEW-1788552195295-439-0;7708002116;Bulk 439-0;Nueva Cat;43958.17;12476.81;127;5;2;0;UNIT;Sí;;
NEW-1788552193951-44-1;7705435430;Bulk 44-1;Snacks;43148.69;7925.82;398;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552193951-44-4;7704679483;Bulk 44-4;Bebidas;26859.04;8187.92;228;5;2;0;UNIT;Sí;;
NEW-1788552193951-44-5;7704472782;Bulk 44-5;Snacks;22057.33;23480.17;184;5;2;0;UNIT;Sí;;
NEW-1788552195295-440-3;;Bulk 440-3;Snacks;24663.87;13089.42;218;5;2;0;UNIT;Sí;;
NEW-1788552195295-440-4;;Bulk 440-4;Nueva Cat;34820.08;6748.23;437;5;2;0;UNIT;Sí;;
NEW-1788552195295-440-6;7709347234;Bulk 440-6;Nueva Cat;45435.33;14916.96;450;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195295-440-7;;Bulk 440-7;Lacteos;39078.11;22821.77;118;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195298-441-3;7701702133;Bulk 441-3;Lacteos;28350.58;21366.61;429;5;2;0;UNIT;Sí;;
NEW-1788552195301-442-0;7701334133;Bulk 442-0;Nueva Cat;40185.66;28403.44;345;5;2;0;UNIT;Sí;;
NEW-1788552195301-442-1;;Bulk 442-1;Bebidas;41970.32;26843.54;256;5;2;0;UNIT;Sí;;
NEW-1788552195301-442-2;7708350292;Bulk 442-2;Lacteos;31332.01;28896.53;159;5;2;0;UNIT;Sí;;
NEW-1788552195301-442-3;7705499462;Bulk 442-3;Snacks;49833.56;5672.43;321;5;2;0;UNIT;Sí;;
NEW-1788552195301-442-4;7707273194;Bulk 442-4;Bebidas;37719.52;11178.57;445;5;2;0;UNIT;Sí;;
NEW-1788552195301-442-6;7703915073;Bulk 442-6;Bebidas;15215.33;28860.98;217;5;2;0;UNIT;Sí;;
NEW-1788552195310-443-0;7702958478;Bulk 443-0;Bebidas;18166.36;14479.92;59;5;2;0;UNIT;Sí;;
NEW-1788552195310-443-1;;Bulk 443-1;Bebidas;42747.12;23514.12;407;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195310-443-2;7709239964;Bulk 443-2;Bebidas;16679.85;21238.12;180;5;2;0;UNIT;Sí;;
NEW-1788552195313-444-1;7705181310;Bulk 444-1;Nueva Cat;16724.49;16579.34;47;5;2;0;UNIT;Sí;;
NEW-1788552195313-444-2;;Bulk 444-2;Nueva Cat;4786.96;9153.78;390;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195313-444-6;7708523395;Bulk 444-6;Bebidas;35376.98;27015.57;241;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195313-444-7;7707121604;Bulk 444-7;Nueva Cat;25316.97;20469.23;270;5;2;0;UNIT;Sí;;
NEW-1788552195313-444-8;7705345118;Bulk 444-8;Nueva Cat;34982.77;21494.92;46;5;2;0;UNIT;Sí;;
NEW-1788552195318-445-2;;Bulk 445-2;Snacks;40980.6;15034.12;397;5;2;0;UNIT;Sí;;
NEW-1788552195318-445-4;;Bulk 445-4;Lacteos;7669.7;25384.52;472;5;2;0;UNIT;Sí;;
NEW-1788552195320-446-1;7709832556;Bulk 446-1;Snacks;35159.56;20602.29;341;5;2;0;UNIT;Sí;;
NEW-1788552195320-446-2;7701960456;Bulk 446-2;Nueva Cat;19762.34;14647.84;234;5;2;0;UNIT;Sí;;
NEW-1788552195322-447-0;7705749606;Bulk 447-0;Nueva Cat;40047.56;4559.21;334;5;2;0;UNIT;Sí;;
NEW-1788552195322-447-1;7707369466;Bulk 447-1;Nueva Cat;18511.03;27891.75;493;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195322-447-4;7707080745;Bulk 447-4;Bebidas;42426.68;13119.07;46;5;2;0;UNIT;Sí;;
NEW-1788552195322-447-5;7706809450;Bulk 447-5;Lacteos;34588.92;18076.67;448;5;2;0;UNIT;Sí;;
NEW-1788552195322-447-6;;Bulk 447-6;Nueva Cat;22193.97;10306.7;199;5;2;0;UNIT;Sí;;2026-12-31
NEW-1788552195322-447-7;;Bulk 447-7;Lacteos;20741.53;19356.12;249;5;2;0;UNIT;Sí;;
NEW-1788552195327-448-0;7707520306;Bulk 448-0;Snacks;13534.07;9939.14;249;5;2;0;UNIT;Sí;;
NEW-1788552195328-449-0;7701908364;Bulk 449-0;Bebidas;9138.66;17460.23;389;5;2;0;UNIT;Sí;;
NEW-1788552195328-449-2;7709658203;Bulk 449-2;Snacks;3451.83;21140.79;451;5;2;0;UNIT;Sí;;
NEW-1788552195328-449-4;;Bulk 449-4;Snacks;49471.85;16932.4;442;5;2;0;UNIT;Sí;;
NEW-1788552195328-449-6;7703070673;Bulk 449-6;Bebidas;40725.11;25175.73;60;5;2;0;UNIT;Sí;;
NEW-1788552193954-45-0;;Bulk 45-0;Snacks;24783.71;17167.85;109;5;2;0;UNIT;Sí;;
NEW-1788552193954-45-3;7706793489;Bulk 45-3;Bebidas;24636.95;9978.39;247;5;2;0;UNIT;Sí;;
NEW-1788552195331-450-0;;Bulk 450-0;Nueva Cat;18987.42;18434.68;300;5;2;0;UNIT;Sí;;
NEW-1788552195331-450-1;7706154437;Bulk 450-1;Bebidas;26287.25;12758.64;126;5;2;0;UNIT;Sí;;
NEW-1788552195331-450-2;7701423034;Bulk 450-2;Lacteos;22779.01;1528.12;433;5;2;0;UNIT;Sí;;
